Unnamed: 0,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,description,dataset
272,2765,2698,261,56,159,0.0,0,0.0,0,1,1
273,24057,1076,840,69,36,1.0,0,0.0,0,1,1
274,30909,2818,3032,1981,87,0.0,0,0.0,0,1,1
275,2685,68,258,585,1,0.0,0,1.0,0,1,1
276,161,72,14,3,2,0.0,0,0.0,0,1,1
277,2656,95,174,224,3,0.0,0,1.0,0,1,1
278,16955,3286,2743,2,87,0.0,0,0.0,0,1,1
279,4067,777,1995,347,22,0.0,0,0.0,0,1,1
280,4190,140,190,46,0,0.0,0,0.0,0,1,1
281,14246,932,781,4047,30,0.0,0,0.0,0,1,1
282,594,44,91,0,0,0.0,0,0.0,0,1,1
283,360,81,182,78,0,0.0,0,1.0,0,1,1
284,707,27,59,1,1,1.0,0,0.0,0,1,1
285,444,125,452,16,4,0.0,0,0.0,0,1,1
286,15131,2107,1898,1170,28,0.0,0,0.0,0,1,1
287,5936,200,461,81,4,0.0,0,1.0,0,1,1
288,540,57,104,14,0,0.0,0,0.0,0,1,1
289,889,201,500,7,5,1.0,0,0.0,0,1,1
290,3980,625,268,267,8,1.0,0,0.0,0,1,1
291,5558,872,625,3146,7,0.0,0,0.0,0,1,1
292,1656,126,650,20,0,0.0,0,1.0,0,1,1
293,3139,237,487,32,7,0.0,0,0.0,0,1,1
294,5660,554,937,6,23,0.0,0,1.0,0,1,1
295,476,347,431,4,8,0.0,0,1.0,0,1,1
296,63,10,41,10,0,1.0,0,0.0,0,1,1
297,621,25,135,2,0,0.0,0,0.0,0,1,1
298,160,53,487,1,1,1.0,0,0.0,0,1,1
299,9410,577,776,448,7,0.0,0,1.0,0,1,1
300,777,87,305,0,2,1.0,0,0.0,0,1,1
301,10378,286,538,321,3,1.0,0,0.0,0,1,1
302,622,49,218,7,1,1.0,0,0.0,0,1,1
303,1550,235,533,5,3,1.0,0,0.0,0,1,1
304,6634,326,423,136,1,0.0,0,1.0,0,1,1
305,112,154,257,0,1,0.0,0,1.0,0,1,1
306,1671,86,80,50,2,0.0,0,1.0,0,1,1
307,887,547,1416,179,2,0.0,0,1.0,0,1,1
308,36944,582,437,702,10,0.0,0,0.0,0,1,1
309,200,43,203,2,2,0.0,0,0.0,0,1,1
310,104,63,295,0,1,0.0,0,0.0,0,1,1
311,101,22,29,3,0,1.0,0,0.0,0,1,1
312,1358,119,626,136,0,0.0,0,1.0,0,1,1
313,288,11,68,9,0,0.0,0,0.0,0,1,1
314,883,1047,1516,7,10,0.0,0,1.0,0,1,1
315,8662,172,115,31,1,0.0,0,1.0,0,1,1
316,1352,1403,1442,287,6,0.0,0,0.0,0,1,1
317,639,136,471,12,1,0.0,0,1.0,0,1,1
318,441,36,166,0,0,1.0,0,0.0,0,1,1
319,5369,300,102,28,3,1.0,0,0.0,0,1,1
320,30010,478,261,659,13,0.0,0,0.0,0,1,1
321,3366,78,215,6,0,0.0,0,1.0,0,1,1
322,1529,315,706,1409,1,0.0,0,1.0,0,1,1
323,2212,117,287,2,2,1.0,0,0.0,0,1,1
324,252,53,411,6,0,0.0,0,1.0,0,1,1
325,272,106,232,106,0,0.0,0,0.0,0,1,1
326,3088,221,561,723,0,0.0,0,0.0,0,1,1
327,629,61,179,236,1,0.0,0,0.0,0,1,1
328,3134,162,369,422,5,0.0,0,0.0,0,1,1
329,4145,3137,142,24,58,0.0,0,1.0,0,1,1
330,236,71,109,225,0,0.0,0,0.0,0,1,1
331,520,101,286,98,1,0.0,0,1.0,0,1,1
332,9824,195,117,102,8,0.0,0,0.0,0,1,1
333,493,300,310,3,6,1.0,0,0.0,0,1,1
334,6475,438,938,983,3,0.0,0,0.0,0,1,1
335,137,13,48,4,0,0.0,0,0.0,0,1,1
336,1257,160,243,259,1,0.0,0,0.0,0,1,1
337,5671,210,235,161,3,0.0,0,0.0,0,1,1
338,1149,45,85,19,0,0.0,0,0.0,0,1,1
339,4323,80,40,99,2,0.0,0,1.0,0,1,1
340,1063,88,228,35,1,0.0,0,0.0,0,1,1
341,106,74,334,0,0,0.0,0,0.0,0,1,1
342,1368,252,627,98,1,0.0,0,1.0,0,1,1
343,770,42,149,28,0,0.0,0,0.0,0,1,1
344,5755,201,165,3,0,0.0,0,1.0,0,1,1
345,3907,315,460,31,5,0.0,0,0.0,0,1,1
346,1465,61,158,38,2,0.0,0,0.0,0,1,1
347,3653,84,118,23,0,1.0,0,0.0,0,1,1
348,3569,127,290,4,3,0.0,0,1.0,0,1,1
349,8707,1053,448,400,30,0.0,0,0.0,0,1,1
350,1254,54,219,2,0,0.0,0,1.0,0,1,1
351,257,43,64,15,0,0.0,0,1.0,0,1,1
352,3204,120,253,4,0,0.0,0,1.0,0,1,1
353,1875,97,198,525,0,0.0,0,0.0,0,1,1
354,1287,22,105,4,0,1.0,0,0.0,0,1,1
355,6793,210,175,23,2,0.0,0,1.0,0,1,1
356,431,29,195,12,0,1.0,0,0.0,0,1,1
357,32223,4053,956,3025,54,0.0,0,0.0,0,1,1
358,107,89,81,4,0,1.0,0,0.0,0,1,1
359,8679,274,251,257,37,0.0,0,0.0,0,1,1
360,5707,281,259,2535,1,0.0,0,0.0,0,1,1
361,485,423,400,0,1,1.0,0,0.0,0,1,1
362,834,102,252,15,0,1.0,0,0.0,0,1,1
363,666,33,135,1,0,0.0,0,1.0,0,1,1
364,6812,163,445,253,2,0.0,0,0.0,0,1,1
365,1462,68,96,6,0,0.0,0,0.0,0,1,1
366,746,61,203,9,0,0.0,0,0.0,0,1,1
367,28833,329,588,61,11,0.0,0,1.0,0,1,1
368,1583,46,98,3756,2,1.0,0,0.0,0,1,1
369,572,133,209,37,0,0.0,0,0.0,0,1,1
370,2917,395,700,12,8,0.0,0,0.0,0,1,1
371,12381,297,215,259,3,0.0,0,1.0,0,1,1
372,5299,1218,554,13,18,0.0,0,0.0,0,1,1
373,2511,66,58,0,0,0.0,0,0.0,0,1,1
374,9,19,139,3,0,1.0,0,0.0,0,1,1
375,154,45,94,6,0,1.0,0,0.0,0,1,1
376,861,32,93,2,1,1.0,0,0.0,0,1,1
377,716,149,428,109,0,0.0,0,1.0,0,1,1
378,4428,1228,970,934,4,0.0,0,0.0,0,1,1
379,9115,464,410,3531,9,1.0,0,0.0,0,1,1
380,259,97,126,53,0,1.0,0,0.0,0,1,1
381,18470,1341,2002,4279,7,0.0,0,1.0,0,1,1
382,2493,275,549,8,0,0.0,0,1.0,0,1,1
383,1549,92,469,399,0,0.0,0,1.0,0,1,1
384,47918,3074,1686,434,42,0.0,0,1.0,0,1,1
385,280,117,184,4,1,0.0,0,1.0,0,1,1
386,12834,678,337,1903,12,1.0,0,0.0,0,1,1
387,1172,206,341,77,1,0.0,0,0.0,0,1,1
388,32448,1330,1609,834,23,1.0,0,0.0,0,1,1
389,144,58,194,67,0,0.0,0,1.0,0,1,1
390,4392,418,1020,6,1,0.0,0,1.0,0,1,1
391,3450,127,123,11,3,0.0,0,1.0,0,1,1
392,691,61,153,34,0,1.0,0,0.0,0,1,1
393,6554,411,560,637,10,0.0,0,1.0,0,1,1
394,1824,156,91,57,4,0.0,0,0.0,0,1,1
395,3110,128,178,63,2,0.0,0,0.0,0,1,1
396,922,174,383,67,0,0.0,0,1.0,0,1,1
397,15703,337,321,123,4,0.0,0,1.0,0,1,1
398,185,128,487,121,2,1.0,0,0.0,0,1,1
399,117,20,92,2,0,0.0,0,0.0,0,1,1
400,2630,44,133,16,1,1.0,0,0.0,0,1,1
401,3800,110,270,251,1,0.0,0,1.0,0,1,1
402,1535,56,158,96,1,0.0,0,0.0,0,1,1
403,363,35,236,11,0,0.0,0,0.0,0,1,1
404,3597,111,209,1,1,0.0,0,0.0,0,1,1
405,471,87,361,3,1,0.0,0,1.0,0,1,1
406,450,46,205,6,1,0.0,0,0.0,0,1,1
407,1359,1084,410,11,19,0.0,0,1.0,0,1,1
408,178,70,176,20,1,1.0,0,0.0,0,1,1
409,604,80,206,0,0,0.0,0,0.0,0,1,1
410,5811,1578,332,11,35,0.0,0,0.0,0,1,1
411,733,104,268,1,1,1.0,0,0.0,0,1,1
412,108,104,81,31,1,0.0,0,0.0,0,1,1
413,274,20,80,4,0,0.0,0,1.0,0,1,1
414,11114,737,1968,437,2,0.0,0,0.0,0,1,1
415,568,158,209,19,2,0.0,0,1.0,0,1,1
416,165,45,179,0,0,0.0,0,0.0,0,1,1
417,4837,222,338,5,0,0.0,0,0.0,0,1,1
418,5217,254,170,67,3,0.0,0,1.0,0,1,1
419,30,9,37,0,0,1.0,0,0.0,0,1,1
420,2894,80,145,10,1,0.0,0,1.0,0,1,1
421,4140,205,770,10,1,1.0,0,0.0,0,1,1
422,324,82,128,8,0,0.0,0,1.0,0,1,1
423,5315,219,383,186,3,0.0,0,1.0,0,1,1
424,593,193,879,16,0,1.0,0,0.0,0,1,1
425,18860,1377,693,646,50,0.0,0,0.0,0,1,1
426,1806,193,117,393,1,0.0,0,1.0,0,1,1
427,1096,45,289,84,0,0.0,0,1.0,0,1,1
428,759,286,1625,2,1,0.0,0,1.0,0,1,1
429,5311,1249,886,296,37,0.0,0,0.0,0,1,1
430,903,126,273,6,1,0.0,0,0.0,0,1,1
431,360,14,38,4,0,0.0,0,0.0,0,1,1
432,7227,786,834,2356,9,0.0,0,0.0,0,1,1
433,19620,1084,899,38,26,0.0,0,1.0,0,1,1
434,595,102,219,19,2,0.0,0,0.0,0,1,1
435,1215,105,547,14,0,0.0,0,0.0,0,1,1
436,634,430,546,5,3,1.0,0,0.0,0,1,1
437,2941,1230,1428,40,54,1.0,0,0.0,0,1,1
438,3784,336,787,173,3,0.0,0,0.0,0,1,1
439,185,12,66,4,0,1.0,0,0.0,0,1,1
440,288,42,148,21,3,0.0,0,1.0,0,1,1
441,440,58,256,1,1,0.0,0,0.0,0,1,1
442,1799,97,348,36,1,1.0,0,0.0,0,1,1
443,1200,4878,5335,2899,13,1.0,0,0.0,0,1,1
444,1336,152,193,355,0,0.0,0,1.0,0,1,1
445,648,95,89,59,3,1.0,0,0.0,0,1,1
446,225,77,178,219,1,0.0,0,1.0,0,1,1
447,276,87,171,40,1,0.0,0,0.0,0,1,1
448,892,37,660,1,0,1.0,0,0.0,0,1,1
449,4775,209,1163,8,2,0.0,0,1.0,0,1,1
450,446,111,528,15,0,0.0,0,0.0,0,1,1
451,1580,834,993,53,2,0.0,0,0.0,0,1,1
452,2541,143,276,231,3,0.0,0,0.0,0,1,1
453,205,41,175,3,0,0.0,0,0.0,0,1,1
454,982,75,290,89,0,0.0,0,0.0,0,1,1
455,630,86,185,1,2,0.0,0,0.0,0,1,1
456,512,99,163,25,0,0.0,0,0.0,0,1,1
457,6566,313,646,135,8,1.0,0,0.0,0,1,1
458,16432,1119,1529,2215,13,0.0,0,1.0,0,1,1
459,16490,260,350,1492,2,0.0,0,0.0,0,1,1
460,26,11,93,2,0,0.0,0,1.0,0,1,1
461,9317,161,195,2,3,0.0,0,0.0,0,1,1
462,891,68,267,5,1,0.0,0,0.0,0,1,1
463,1325,107,98,263,0,0.0,0,0.0,0,1,1
464,2186,193,320,24,1,0.0,0,0.0,0,1,1
465,1924,62,157,426,1,0.0,0,0.0,0,1,1
466,189,27,54,17,0,0.0,0,1.0,0,1,1
467,3316,378,662,3,4,0.0,0,1.0,0,1,1
468,10677,2436,1978,1204,10,0.0,0,1.0,0,1,1
469,1080,79,360,10,0,1.0,0,0.0,0,1,1
470,1828,129,340,15,0,1.0,0,0.0,0,1,1
471,798,29,105,3,0,0.0,0,0.0,0,1,1
472,642,68,122,190,0,0.0,0,0.0,0,1,1
473,2818,101,229,557,0,1.0,0,0.0,0,1,1
474,1260,105,230,25,1,0.0,0,0.0,0,1,1
475,4279,132,892,6,2,0.0,0,1.0,0,1,1
476,49,166,417,6,3,1.0,0,0.0,0,1,1
477,362,72,112,1,0,1.0,0,0.0,0,1,1
